pc    | 00000 |
sp    | 00000 |
flags | 00000 |
r0    | 00000 |
r1    | 00000 |
r2    | 00000 |
r3    | 00000 |
r4    | 00000 |
r5    | 00000 |
r6    | 00000 |
r7    | 00000 |
